lon,lat
-96.82680963865154,32.70658109687924
-96.82470394256647,32.708794256029236
-96.82629036228728,32.70613757477771
-96.82682433771781,32.71437919616264
-96.8239040492908,32.71446808266905
-96.82811134801385,32.71573423322522
-96.8248532338066,32.71323980580264
-96.82691893271463,32.70972320919269
-96.82317096795624,32.7083166309642
-96.82625833418389,32.704496853572984
-96.82749658674904,32.71133840559086
-96.82546132916957,32.71375751435182
-96.82299094329213,32.708156031962176
-96.82454124684746,32.70539243230951
-96.8292662900029,32.71368231411861
-96.82392706055629,32.70860333986946
-96.82690993436918,32.713305317250956
-96.82418612732816,32.704320732672485
-96.82486197775826,32.7052045938852
-96.8244652504274,32.70783360341539
-96.82799390646763,32.70975626762888
-96.82490645977137,32.716636648199234
-96.82727801551559,32.71447029576826
-96.82451017858205,32.70191832056275
-96.82581591696005,32.71465131665196
-96.8231072490009,32.70429573894594
-96.88624769035528,32.924192882526754
-96.8822333478238,32.92036613020622
-96.88311756096316,32.92385330736306
-96.88363027341435,32.920250326153166
-96.88208204196096,32.91848179035129
-96.88242939863848,32.921278060135805
-96.88332389029605,32.91916699130967
-96.88282325808635,32.91869919812446
-96.88571492964155,32.92042037679629
-96.88416649411843,32.92305077344273
-96.88526217524885,32.921049059652496
-96.88622341018474,32.923996773796496
-96.68998083945623,32.95102050486651
-96.68639405901304,32.9516231244588
-96.6883882351297,32.952358357456625
-96.6908080216651,32.94855370993516
-96.68735431635166,32.95167851830592
-96.68521015264166,32.94973511458218
-96.68419848158652,32.950816088996625
-96.68519403584926,32.94708506564665
-96.68275116539441,32.94712942435705
-96.68799777149283,32.94586348175664
-96.68653255108453,32.948172920241966
-96.6865939398455,32.95148413022008
-96.89821666229993,32.960430687096476
-96.9006592292996,32.96007866376292
-96.90262887838261,32.96470181937287
-96.89665161717815,32.962470471741234
-96.89723153582615,32.96198306239925
-96.90158916731198,32.96174491865008
-96.90530288896922,32.96467471977874
-96.89814064846978,32.96050441361942
-96.9004003924936,32.96379384801292
-96.90000705562673,32.96334553468718
-96.90675416028472,32.958709566276696
-96.8987339298267,32.96068073295313
-96.90586069761213,32.964889612278725
-96.90152249723336,32.964894994217424
-96.90543953121583,32.961272374484615
-96.89681100987059,32.963020669494924
-96.90361118441498,32.96478483658818
-96.90333448142238,32.964722388466235
-96.79137589652316,32.825091267082435
-96.79249366305852,32.82391145486716
-96.78963863531129,32.82732779178509
-96.7890255215141,32.83132664357268
-96.78830637995323,32.82998986881746
-96.79050157685577,32.83206735634033
-96.78896788201327,32.82828901203586
-96.79269629524624,32.82347855955744
-96.78983215414783,32.83078255197511
-96.88806724888012,32.64902381144252
-96.89127723316717,32.648618846119525
-96.8877611726431,32.65501111284115
-96.88744705803582,32.6500247643197
-96.89064150185352,32.651937633927204
-96.8886054607455,32.64963506362546
-96.88571546378321,32.656138505996516
-96.68289653312074,32.80037051760314
-96.68774158430398,32.797904981968436
-96.68915135796328,32.79632923442931
-96.68382506717268,32.80586867314564
-96.68569806145747,32.797221536310445
-96.68798867183015,32.798635664010604
-96.68535432229507,32.799862634185175
-96.68395131282972,32.79960669835695
-96.68691003345694,32.80475601859496
-96.68496119249892,32.80438935718004
-96.68364270383496,32.803130306592934
-96.68697514732797,32.79921639100156
-96.68625993120567,32.79971906503777
-96.68285781322504,32.80191634385338
-96.68690420753465,32.80363170691935
-96.68732832523773,32.80232074825218
-96.68332900667944,32.80400119689918
-96.68550368128444,32.79988874452636
-96.75059064670785,32.77253772877242
-96.75464322048045,32.77176893528427
-96.75370327994625,32.77379737277046
-96.75266937479897,32.76882308197623
-96.75234772116681,32.770603845315144
-96.75661497720867,32.77154568291226
-96.75063647531466,32.77143639161059
-96.75459383264393,32.770392886323364
-96.74850836576834,32.772718583959254
-96.75469109674141,32.77015079546164
-96.86438844901691,32.86358711502321
-96.87167619363657,32.86357285532306
-96.86901172800592,32.86506981017602
-96.86501466245329,32.86541423484289
-96.86870634614662,32.866126169018614
-96.86577244324569,32.86341143950339
-96.86769919141439,32.86478281252741
-96.86803446693582,32.864511596776005
-96.86642164637075,32.86631737864594
-96.86839935793085,32.864371725201394
-96.86963147478144,32.86464085008903
-96.86456209689419,32.86446884501354
-96.86648521792266,32.864396306247954
-96.86472970071384,32.86570893758024
-96.86496839980663,32.86548655145649
-96.86583240325974,32.86606168115274
-96.74642615562034,32.786629174094465
-96.74825125329876,32.78874981836494
-96.74445710998914,32.789124788323036
-96.75445763651011,32.78718194128411
-96.74828584618821,32.78326294412296
-96.74959312444483,32.78514800561667
-96.74986179659716,32.7889998047287
-96.66244056857084,32.93909522252944
-96.6633590742887,32.94287266643174
-96.65818758040086,32.94233817447938
-96.66217580531044,32.943401471697825
-96.65870171731684,32.941840624983726
-96.66230178097011,32.93912042808541
-96.65818456268309,32.94222579432768
-96.65934281310982,32.943112701744695
-96.66179654632187,32.94164173189153
-96.65916646740001,32.94289553302795
-96.66317218247887,32.9428896072568
-96.99015713765475,32.85910645820645
-96.98897804693094,32.85992482352468
-96.99182416095918,32.859015616655654
-96.9916109305576,32.856852115592396
-96.99093914026318,32.85724970685139
-96.99173537126038,32.858767071143845
